asap0_id,asap0_name,hs_code,hs_name,comment,g1_w_crop,g1_w_range,g1_w_any,ISO3
83,Ecuador,0,No hotspot,"Normally in this month the sowing of the new rice cycle (minor) continues, and the sowing of minor maize cycle should start. In the 30 days before July 20th, normal and higher than normal rainfall was received in most agricultural areas. Vegetation state in croplands is average or above average in more than 95% of croplands. The Copernicus C3S Multimodel forecasts wetter than normal rainfall in the Western part of the country and dryer than normal in the rest. Food inflation has created food access issues in Ecuador and led to a rise in social unrest and acute food insecurity among nationals and migrants (GRFC 2023).",0,0,0,ECU
88,South Sudan,1,Hotspot,"There is a general reduction of rains in the month of July with most parts of the country. Below average vegetation conditions were observed in the Eastern part of the country with many areas in Unity, northern Jonglei, and most of central El Buheyrat states, with the rest of the country experiencing normal to above average conditions. The Eastern part of the country is also exposed to a high probability of below average rainfall in the August/October period according to Copernicus multi-model forecasts. Other factors driving high levels of acute food insecurity in the country include cumulative and compounding effects of years of intercommunal conflict in cropland pastoral producing areas, flooding in flood prone areas, and currency depreciation. IPC estimates that 43,000 people are likely to be in Catastrophe (IPC Phase 5) between April-July 2023. Around 2.9 million people are projected to face emergency (IPC Phase 4), and 4.8 million in crisis (phase 3) for the same period. Overall, a total of 7.8 million people are projected to be in IPC phase 3+ with a further 3.1 classified as stressed.",2,4,5,SSD
90,Mauritania,0,No hotspot,"Planting of coarse grains (maize, millet and sorghum) is ongoing, whilst planting of irrigated rice that is the major cereal produced in the country, is almost completed. Crop conditions across the country are close to normal thanks to the average to above-average rainfall received in the last month. Similarly, rangeland biomass levels are close to average thanks to the good rains in the first two dekads of July. The [https://agricultural-production-hotspots.ec.europa.eu/seasonal_forecast.php] Copernicus C3S Multimodel seasonal rainfall forecast shows a high probability for wetter than average conditions in August across the country.",0,0,0,MRT
92,Angola,0,No hotspot,"The main cereal season has ended in the country and crop production is expected to be close to the 5-year average and approximately 6% above last year ([https://fews.net/southern-africa/angola/remote-monitoring-report/june-2023] FEWSNET (June 2023)). However, below-average crop production is expected in southwestern Angola, particularly in Namibe and Cunene.",0,0,0,AGO
93,Nicaragua,0,No hotspot,"Primera cycle of maize entered the vegetation stage and the beans the harvesting stage. Most cropping areas received average rainfall in the 30 days before July 20th. Nonetheless, nearly 20% of the crop areas show a below normal vegetation activity due to the poor rainfall received at the onset of the rainy season. IPC Phase 2 is the highest severity of food insecurity expected in areas of concern for the period June – September (FEWSNET Food Security Outcomes Feb – May 2023).",7,4,7,NIC
96,Eritrea,0,No hotspot,Vegetation conditions in Eritrea are generally above average due to early onset of rainfall at the end of May and above average amounts in June.,2,3,3,ERI
100,Honduras,0,No hotspot,"Maize (Primera cycle) entered the vegetation stage. As of July 20th, all cropping areas had received normal rainfall in the previous month, however nearly 30% of the cropping areas are experiencing poor vegetation conditions, due to deficits experienced at the start of the season. In four departments (Colón, Yoro, Copán, and Atlantida), poor vegetation conditions affect at least 50% of total cropland. Given the state of advancement of the cycle, it is very likely that yields will be lower than normal in these areas. The last IPC analysis indicates that 2.4 million people will be in IPC Phase 3 or above in the period June – August (IPC June 2023).",10,8,10,HND
105,Algeria,1,Hotspot,"Algeria experienced its third consecutive drought season in 2022/2023 and detailed yield forecasts at the subnational level are available in the [https://agricultural-production-hotspots.ec.europa.eu/files/special_focus_2023_05.pdf] ASAP special focus of May. According to the forecasts, soft wheat is worst affected with a yield expectation 28% below the 5 years average, followed by barley (22% below 5 year average) and durum wheat (14% below 5 year average). March and April rainfall have been below average throughout the northern part of the country and follow on irregular and below average rainfall in early parts of the season. As a result, the growth of winter wheat and barley has been delayed since the start of season and cereals biomass is well below average in most regions (with the exception of some areas along the north/eastern coastal part) and at country level, production prospects are well below-average.",0,0,0,DZA
108,Bolivia,0,No hotspot,"The eastern part of the country is offseason. In the remaining active areas, wheat and maize (minor season) and sorghum (major season) entered the harvesting stage. Excessive rainfall at the beginning of these cycles may have caused a reduction in the extent of sowing (FAO GIEWS, May 2023). Vegetation conditions are normal to above normal in over 85% of the croplands.",0,0,0,BOL
111,Zambia,0,No hotspot,"The main cereal season has ended in the country and maize production is estimated according to the Crop forecast survey ([https://www.parliament.gov.zm/sites/default/files/images/publication_docs/Ministerial Statement - Agriculture.pdf] Ministerial Statement) at 3,261,686 million tons, increased by ca.21% from last years’ output.",0,0,0,ZMB
112,Côte d'Ivoire,0,No hotspot,"Across the southern bimodal parts of the country, rainfall has been average to above-average benefiting crop development. Harvesting operations in the south are expected to start in August. Since the end of June, rainfall improvement in the northern province of Savanes, however vegetation conditions are still below-average (ca. 52% acrive crop area affected by a greenness anomaly). The poor crop conditions might be attributed to the protracted security and humanitarian crises in the Central Sahel, and notably Burkina Faso, that is expanding geographically and increasingly impacting the northern regions of coastal countries in the Gulf of Guinea (GoG): Benin, Côte d’Ivoire, Ghana and Togo ([https://reliefweb.int/report/benin/wfp-gulf-guinea-response-benin-cote-divoire-ghana-and-togo-external-situation-report-01-june-2023] WFP-Situation report N.01). Pockets of water stressed vegetation are observed in the northern provinces of Denguele and Woroba. The [https://agricultural-production-hotspots.ec.europa.eu/seasonal_forecast.php?sfreg=africa] Copernicus C3S Multimodel seasonal rainfall forecast period indicates a slight tilt in the odds to favor above-average rainfall across the country.",3,1,3,CIV
